main_category,title,average_rating,rating_number,features,description,price,store,categories,details,parent_asin
Musical Instruments,"Tenor TPGS+ Professional Ergonomic Guitar Rest, Guitar Lifter, Guitar Foot Stool, Footstool Strap, Professional Posa Guitar Support for Classical, Flamenco, Acoustic or Arch Top Guitar Players.",4.2,806,"[""THE HEALTHY CHOICE: Forget about back and muscle aches caused by long practicing sessions! Tenor's TPGS+ Guitar Support provides you with a healthier sitting posture! Avoid stress and tension in your back and limbs - adjust it to your physiological attributes and enjoy a painless and effortless playing experience!"", ""THE RELIABLE CHOICE Made of solid metal, Velcro Strap and TOP QUALITY Suction Cups. It holds your guitar safely in your lap. It doesn't move or slip away and allows you to focus on your music with a new professional way of playing. Carefully built for a safe usage, no marks or scratches while using it."", ""THE COMFORTABLE CHOICE: Enjoy a new level of comfort! Attach the suction cups to the bottom of your guitar and adjust it to the perfect angle - it's easy, friendly, efficient and convenient. We did our best to allow you to focus on your Music!"", ""THE COMPACT CHOICE: Tenor's TPGS+ Guitar Support is much smaller and lighter than any other footstool or support solution in the market. Compact, light, portable and easily folding - it fits perfectly in every guitar case."", ""SATISFACTION GUARANTEED: WE ARE HERE TO HELP! At TENOR MUSIC We are CRAZY about our customers and we'll do everything to guarantee your satisfaction with our products and your buying experience. If for any reason you need to return an Item, we offer a full refund - no questions asked! Add our TPGS+ Guitar Support to your cart and order with FULL CONFIDENCE!""]","['From the Manufacturer:', ""A new level of comfort! Attach the suction cups to the bottom of your guitar and adjust it to the perfect angle - it's easy, friendly, efficient and convenient."", ""Made of solid metal, Velcro Strap and TOP QUALITY Suction Cups. It holds your guitar safely in your lap and it doesn't move or slip away. Avoid stress and tension in your back and limbs - Quickly and simply adjusted to your physiological attributes. Carefully built for a safe usage, no marks or scratches while using it."", ""Preferred by leading professional guitar players all over the world - Whether you're just starting to play, playing in concert halls or recording in a studio, choose the highest quality of Guitar Support TPGS+ and just focus on your Music!"", ""TENOR is a Boutique Brand devoted to the innovative development and distribution of the finest gear and accessories for guitar players, specializing in Classical, Flamenco, Acoustic guitars and Ukuleles. With TENOR's three decades of experience and innovation, our products are guaranteed to be leading in the category. Among TENOR's products you will find: Guitar String Tie Ukulele String Tie Sturdy Professional Metal Guitar Foot Rest Guitar Support Beautiful Wooden Foot Stool Wooden Handcrafted String Winders Wooden Handcrafted Guitar Capo Universal Guitar Protector/Unique Guitar cover Four Level Nail File Solid Tuning Pegs/Tuning Keys for Classical, Flamenco and Acoustic Guitars, Solid Machine Heads for Acoustic Guitars."", 'Tenor luthiers are attentive to the finest details and work hard to bring you the ultimate Acoustic, Classical and Flamenco guitar gear.']",29.9,Tenor Guitar Place,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Footstools']","{""Item Weight"": ""0.31 Pounds"", ""Package Dimensions"": ""5.87 x 4.06 x 1.34 inches"", ""Item model number"": ""TENOR-TPGS+"", ""Best Sellers Rank"": {""Musical Instruments"": 6371, ""Guitar Stools"": 8}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""December 21, 2015"", ""Material Type"": ""Metal"", ""Material"": ""Metal"", ""Brand"": ""Tenor Guitar Place"", ""Style"": ""Compact"", ""Special Feature"": ""Ergonomic""}",B019MIPZ8M
Musical Instruments,"ARTALL 4/4 Handmade Student Acoustic Violin Beginner Pack with Bow, Hard Case, Chin Rest, Spare Strings, Rosin and Bridge, Glossy Antique",3.6,806,"['Solid wood material & smooth sound: handcrafted basswood top and back&sides integrate with sandalwood bow and genuine horsehair offer the violin clear and smooth sound.', 'Easy setup for play: only the bridge need to be installed for starting the violin journey easily.', 'Including complete beginner accessories: Bow, Hard Case, Chin rest, Spare Strings, Rosin and Bridge. Free you from finding the required parts one by one.', 'Crafted exterior: glossy antique finish promotes your artistic temperament and increase your self-confidence.', 'Standard full size (4/4): suitable for all the violin starters or students over 12 years old.']",[],None,ARTALL,"['Musical Instruments', 'Guitars', 'Acoustic Guitars', 'Beginner Kits']","{""Item Weight"": ""2.89 pounds"", ""Product Dimensions"": ""23.43 x 8.27 x 1.57 inches"", ""Item model number"": ""EUMI-VG44"", ""Best Sellers Rank"": {""Musical Instruments"": 40691, ""Acoustic Violins"": 113}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""June 19, 2018"", ""Back Material"": ""Basswood"", ""Body Material"": ""Basswood"", ""Color Name"": ""4/4 Glossy Antique"", ""Fretboard Material"": ""Maple"", ""String Material"": ""Alloy Steel"", ""Top Material"": ""Basswood"", ""Neck Material Type"": ""Maple"", ""Number of Strings"": ""4"", ""Proficiency Level"": ""Intermediate"", ""Brand"": ""ARTALL"", ""Color"": ""4/4 Glossy Antique"", ""Item Dimensions LxWxH"": ""23.43 x 8.27 x 1.57 inches"", ""Top Material Type"": ""Basswood"", ""Back Material Type"": ""Basswood"", ""String Material Type"": ""Alloy Steel"", ""Finish Type"": ""Antique, Glossy"", ""Instrument"": ""Violin"", ""Operation Mode"": ""Acoustic""}",B07DVTQTPL
Musical Instruments,36LEDs Stage Par Lights 4 Pack - RGB LED Par Lights Sound Activated Auto Play by Remote & DMX Control Uplights for Wedding Birthday Church Music Light Show DJ Dance Party Events Stage Lighting,4.5,806,"['The led par cans are compact, low profile par designed for up lighting and stage lighting, high-output RGB LED par lights 4 pack, total 36W each unit, suitable for going to church, home party and DJ events.', 'Users can use the dj par lights 4 pack with wireless remote to control black out, full on, strobe, dimming, sound active and static color change. Or control these fixtures with DMX512 controller (not included). Professional DJ and general users can use easily without any pressure.', 'LED Par it has a 25-degree beam angle, 9 operational modes, and 7 DMX Channel modes for a variety of programming options, such as static color, changing color, fade, hopping, strobe, DMX, auto, sound activated and master-slave.', 'Sensitivity Sound Control - Our stage lights 4 pack sound control mode can change the lighting color and mode in response to music, creating a dynamic lighting effects that follows the rhythm of the music.', 'Offering impressive effects thanks to its compact, light weight case design makes it ideal for mobile entertainers, bands, night clubs, uplights for events and bars or any party goers!', 'What You Get: led par lights 4 pack / 2 remote controller / user manual / 18Months warranty and technical support. If have any issues, like arrive broken or missing accessories, please don’t hesitate to contact us in advance.']",[],88.88,LaluceNatz,"['Musical Instruments', 'Live Sound & Stage', 'Lighting Equipment & Accessories', 'Stage Lights']","{""Color"": ""black led par lights 4 pack"", ""Material"": ""Plastic"", ""Light Source Type"": ""LED"", ""Shade Material"": ""Plastic"", ""Power Source"": ""Corded Electric"", ""Brand"": ""LaluceNatz"", ""Voltage"": ""110 Volts"", ""Maximum Compatible Light Source Wattage"": ""36 Watts"", ""Bulb Features"": ""Dimmable"", ""Are Batteries Included"": ""No"", ""Product Dimensions"": ""8.7\""L x 7.5\""W x 7.5\""H"", ""Item Weight"": ""5.92 pounds"", ""Country of Origin"": ""China"", ""Item model number"": ""LA-062-36R4"", ""Best Sellers Rank"": {""Musical Instruments"": 3348, ""Stage Lights"": 51}, ""Date First Available"": ""June 13, 2023"", ""Color Name"": ""black led par lights 4 pack"", ""Material Type"": ""Plastic"", ""Size"": ""36LEDs Par Lights 4 Pack""}",B0C7Z12RLB
Musical Instruments,"GUITARX X7 - Chromatic Tuner Metronome and Tone Generator for All Instruments - Chromatic, Ukulele, Violin, and Bass Tuning Modes - #1 Among Guitar Tuners - Most Advanced Sensor in The Market",4.5,806,"['✔ ACCURATE: The most advanced micro processor and high-sensitivity sensor in the market. The #1 metronome guitar tuner. Great gift idea!', '✔ EASY TO READ: The large full color digital display provides excellent visibility from any angle. No unnecessary information on the electronic screen. Must-have among guitar accessories and tuning gear.', '✔ SIMPLE 3 IN 1: Tone generator, metronome and tuner. Built strong and resistant for beginners and pros Small and portable to be kept in your case or bag. Great for the beginner or professional musician.', ""✔ BE READY IN SECONDS: Easily plug in your instrument in the device or clamp the included clip-on cord on the headstock or body, and you're ready to go! It also has a built in microphone in case you need it to capture your instruments sound. Works perfectly as violin tuner clip on"", '✔ FOR EVERY INSTRUMENT: More than just a professional tuner and metronome. Works as violin tuner, mandolin tuner, electric guitar tuner, acoustic guitar tuner, banjo tuner, bass guitar tuner, cello tuner, orchestral tuner, flute tuner and metronome, and more.']",[],16.71,GUITARX,"['Musical Instruments', 'Instrument Accessories', 'General Accessories']","{""Item Weight"": ""0.8 ounces"", ""Product Dimensions"": ""3.2 x 1.1 x 1.8 inches"", ""Item model number"": ""X7"", ""Batteries"": ""2 AAA batteries required."", ""Best Sellers Rank"": {""Musical Instruments"": 5908, ""General Musical Instrument Accessories"": 273}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""November 16, 2016"", ""Compatible Devices"": ""Bass, Acoustic Guitar, Violin, Chromatic, Electric Guitar"", ""Number of Strings"": ""6"", ""Battery type"": ""Alkaline""}",B00T3SR9ZO
Musical Instruments,iConnectivity mio2 Advanced 2x2 MIDI Interface With Multi-Computer Capability,4.5,805,"['2x2 5-pin MIDI ports', 'PC- and Mac-compatible', 'Works with up to two computers at the same time!', ""Plug-and-play - no drivers to install (it's USB MIDI Class-Compliant)"", '10 user-configurable 16-channel MIDI ports', 'Configuration software (download for Mac/PC) makes it simple to create and save routing/merging/filtering presets. One is stored on the device and remembered when you power up.', 'USB bus-powered']","[""An ultra-versatile MIDI problem solver for the studio and stage. mio2 belongs in every music creator's MIDI arsenal. It's a powerful little interface to connect your MIDI gear and/or computers. Share MIDI between two computers and two MIDI devices at the same time! It can also work stand-alone. Filter, merge, remap MIDI with computers or without. What makes mio2 unique? The iConnectivity difference. Other MIDI interfaces: Basic 2x2 MIDI. Support for only one computer. Won't work without a computer. Nothing's changed since 1985. The mio2 difference: More power to create. Integrate two Macs and/or PCs. Collaborate. Solve your MIDI connection problems with one affordable little interface. No need for a separate MIDI merger/filter/processor - it's all built in. mio2 is a member of the most innovative line of interfaces on the planet. The MIDI interface is reinvented.""]",None,iConnectivity,"['Musical Instruments', 'Studio Recording Equipment', 'Computer Recording', 'MIDI Interfaces']","{""Item Weight"": ""14.4 ounces"", ""Product Dimensions"": ""2.56 x 4.92 x 7.28 inches"", ""Item model number"": ""midi-mio2"", ""Best Sellers Rank"": {""Musical Instruments"": 8938, ""Computer Recording MIDI Interfaces"": 12}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""June 14, 2016"", ""Compatible Devices"": ""Personal Computer"", ""Hardware Interface"": ""USB"", ""Operating System"": ""Mac"", ""Brand"": ""IConnectivity"", ""Connectivity Technology"": ""USB"", ""Number of Channels"": ""16"", ""Item Dimensions LxWxH"": ""2.56 x 4.92 x 7.28 inches""}",B01HCHDOTM
Musical Instruments,"JIM DUNLOP TIII, Green, .88mm, 12/Player's Pack",4.7,804,"['Guitar Picks', ""Player's Pack contains 12 guitar picks"", 'Available in standard. Gauges (MM): . 50, . 60, . 73, . 88, 1. 0', '88 guage', 'Model Number: 462P.88']",['Dunlop Tortex T3 Sharp Tip Guitar Picks 12-Pack .88 mm'],4.99,JIM DUNLOP,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Picks & Pick Holders', 'Picks']","{""Item Weight"": ""0.317 ounces"", ""Product Dimensions"": ""3 x 2.3 x 0.1 inches"", ""Domestic Shipping"": ""Item can be shipped within U.S."", ""International Shipping"": ""This item can be shipped to select countries outside of the U.S.  Learn More"", ""Country of Origin"": ""USA"", ""Item model number"": ""462P88"", ""Best Sellers Rank"": {""Musical Instruments"": 1235, ""Guitar Picks & Bass Picks"": 59}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""April 8, 2011"", ""Color Name"": ""Green"", ""Compatible Devices"": ""Guitar"", ""Guitar Pick Thickness"": ""thick"", ""Size"": "".88mm"", ""Color"": ""Green"", ""Brand"": ""JIM DUNLOP"", ""Style"": ""12 Pack""}",B00DYXURJY
Musical Instruments,"Wittner Metronome (865061),Black,1 PACK",4.4,804,"['Tempo range: 40-208 beats per minute', 'Beat indication: Click sound and light', 'Standard pitch A440 reference', 'Earphone included']",['Excellent craftsmanship and the highest grade hardwoods are coupled to produce these wood case models . The famous wind-up mechanism produces the visual pendulum signal along with an audible tick at the end of each stroke . Manufactured in South Korea.'],26.26,Wittner,"['Musical Instruments', 'Instrument Accessories', 'General Accessories', 'Metronomes']","{""Item Weight"": ""3.68 ounces"", ""Product Dimensions"": ""3.54 x 1.57 x 5.1 inches"", ""Country of Origin"": ""Korea, Republic of"", ""Item model number"": ""865061"", ""Batteries"": ""1 9V batteries required."", ""Best Sellers Rank"": {""Musical Instruments"": 4334, ""Metronomes"": 22}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""April 6, 2006"", ""Color Name"": ""Black"", ""Number of Keyboard Keys"": ""1"", ""Size"": ""1 PACK""}",B07BQRDVYJ
Musical Instruments,"ARTALL 4/4 Handmade Student Acoustic Violin Beginner Pack with Bow, Hard Case, Chin Rest, Spare Strings, Rosin and Bridge, Glossy Purple",3.6,803,"['Solid wood material & smooth sound: handcrafted basswood top and back&sides integrate with sandalwood bow and genuine horsehair offer the violin clear and smooth sound.', 'Easy setup for play: only the bridge need to be installed for starting the violin journey easily.', 'Including complete beginner accessories: Bow, Hard Case, Chin rest, Spare Strings, Rosin and Bridge. Free you from finding the required parts one by one.', 'Crafted exterior: Glossy purple finish promotes your artistic temperament and increase your self-confidence.', 'Standard full size (4/4): suitable for all the violin starters or students over 12 years old.']","['Specifications:', 'Size: 4/4 Style: Entry-level, Student-level Color: Glossy Purplr Package Dimensions: 31.89 x 10.24 x 4.13 in Shipping weight: 5.8 pounds', 'Materials:', 'Headstock: Maple Top: Basswood Back & Sides: Basswood Neck: Mono Maple String: Steel Strings Chin Rest: Whitewood Bow: Sandalwood with Genuine Horsehair', 'The ARTALL 4/4 violin is specially for the students or beginners who have never played the violin before and want to have a try on playing it. Perfect timbers make the violin procent clear and melodious sound, which would be impressive and memorable. Complete accessories gives you perfect first-playing experience, which would free you from finding parts one by one. With its wonderful sound quality and substantial price, this excellent violin is worth a recommendation.', 'About ARTALL: ARTALL always adhere to the principle that âArt All Customerâ, we are pleased to offer customers our attractive instruments on Amazon. With years of experience in the musical instruments industry, we have won a high reputation from customers because of excellent quality, superior after-sale service and competitive price of our products. We put great emphasis on innovation to ensure that we could continuously provide perfect products and service to our clients. Join our numerous satisfactory customers who have already begun the music journey with our superb instruments. You deserve it!']",None,ARTALL,"['Musical Instruments', 'Band & Orchestra', 'Orchestral Strings', 'Violins', 'Acoustic Violins']","{""Item Weight"": ""2.99 pounds"", ""Package Dimensions"": ""32 x 10 x 6 inches"", ""Best Sellers Rank"": {""Musical Instruments"": 40560, ""Acoustic Violins"": 113}, ""Date First Available"": ""October 21, 2019"", ""Back Material"": ""Basswood"", ""Color Name"": ""4/4 Glossy Purple"", ""Top Material"": ""Basswood"", ""Number of Strings"": ""4"", ""Size"": ""31.89 x 10.24 x 4.13 inches"", ""Brand"": ""ARTALL"", ""Color"": ""4/4 Glossy Purple"", ""Top Material Type"": ""Basswood"", ""Back Material Type"": ""Basswood"", ""Finish Type"": ""Polished"", ""Instrument"": ""Violin"", ""Operation Mode"": ""acoustic""}",B073WBK1HW
Musical Instruments,SAMSON Q2U Handheld Dynamic USB Microphone Recording and Podcasting Pack (Black),4.7,803,"['VERSATILE: For podcasting, miking vocals, instruments, amplifiers and music recording.', 'COMPATIBLE: Connect directly or via USB, XLR and Host OTG cables. Compatible with Android and iOS devices.', 'CONVENIENT: High-quality audio with minimal setup, a 3.5mm headphone output for monitoring the recording and computer audio', 'QUALITY RECORDING: Cardioid polar pattern picks up sound from in front of the mic, while minimizing ambient noise', 'ACCESSORIES: Comes with a mic clip, desktop tripod stand with extension piece, windscreen, XLR cable and USB cable']","['USB/XLR handheld dynamic microphone For podcasting, live sound and music recording USB output connects to any Mac or PC device XLR output connects to any mixer/PA system Zero-latency monitoring 1/8-inch stereo headphone output Plug-and-play - No driver installation required Highly compatible with digital audio workstation software']",69.99,Samson,"['Musical Instruments', 'Microphones & Accessories', 'Microphones', 'Dynamic Microphones', 'Multipurpose']","{""Item Weight"": ""1 pounds"", ""Product Dimensions"": ""9.2 x 11.6 x 2.6 inches"", ""Item model number"": ""SAQ2U"", ""Batteries"": ""1 Lithium Ion batteries required."", ""Best Sellers Rank"": {""Musical Instruments"": 1271, ""Multipurpose Dynamic Microphones"": 7}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""July 13, 2018"", ""Color Name"": ""Grey"", ""Compatible Devices"": ""Laptop, Personal Computer, Camera, Amplifier, Headphone"", ""Connector Type"": ""USB, 3.5 mm Jack, XLR"", ""Color Screen"": ""No"", ""Hardware Platform"": ""PC"", ""Power Source"": ""Corded Electric"", ""Recommended Uses For Product"": ""Video Conference, Singing, Karaoke"", ""Brand"": ""Samson"", ""Model Name"": ""Q2U"", ""Connectivity Technology"": ""USB, XLR"", ""Special Feature"": ""Stand"", ""Color"": ""Grey"", ""Included Components"": ""Amplifier, Usb_cable"", ""Polar Pattern"": ""Unidirectional""}",B09BP1DMW1
Cell Phones & Accessories,"Record-Happy Record Cleaning Velvet Brush - with Anti Static Solution Fluid and Stylus Cleaner Extend Life, Improve Fidelity and Keep your Prized Vinyl Collection LPs like New !",4.6,803,"['KEEP YOUR BELOVED RECORD COLLECTION SPARKLING NEW with the Record-Happy Velvet Brush, includes 10ml spray cleaning fluid for a throughout clean as the record is spinning, reduces static charge!', 'GENTLE AND EFFECTIVE, Safely removes dust and dirt from LP surface without scratching, keeps your music sounding the way it was intended.', 'GREAT DJ ACCESORY gets deep into record grooves to remove fine particles! Highly Effective Record Cleaner is a must for any Professional or Music Enthusiast!', 'INCLUDES STYLUS BRUSH, for a soft and efficient needle clean. A Pristine Stylus will remarkably improve the sound quality and will last exceptionally longer.', 'PERFECT GIFT FOR ANY OCCASION, the BR-27 Record Brush makes a great present for any audiophile! 2 Full Years Satisfaction Guarantee, because our Customers are our number One Priority!']",[],16.57,Record-Happy,"['Musical Instruments', 'Electronic Music, DJ & Karaoke', 'DJ Equipment', 'Accessories', 'Turntable Cartridges']","{""Package Dimensions"": ""6.6 x 4.9 x 1.5 inches"", ""Item Weight"": ""3.98 ounces"", ""Item model number"": ""8541716056"", ""Best Sellers Rank"": {""Musical Instruments"": 24094, ""DJ Turntable Cartridges"": 256}, ""Is Discontinued By Manufacturer"": ""No"", ""Special features"": ""Lightweight"", ""Manufacturer"": ""Record-Happy"", ""Date First Available"": ""September 9, 2015"", ""Brand"": ""Record-Happy"", ""Material"": ""Vinyl"", ""Item Hardness"": ""Soft"", ""Special Feature"": ""Lightweight"", ""Unit Count"": ""1 Count"", ""Number of Items"": ""1""}",B0154JSY68
Industrial & Scientific,"Mellbree MIDI Cable, 2-Pack 1-Feet Male to Male 5-Pin MIDI Cable Compatible with MIDI Keyboard, Keyboard Synth, Rack Synth, Sampler, External Sound Card, Sound Source and Other Music Gear",4.7,802,"['This is a standard 5 pin MIDI cable, designed to interconnect MIDI devices, all 5 pins are individually wired through end to end pin to pin. Keyed 5-pin DIN connector with 180 degree pin configuration. Please confirm the interface, this model does not have a usb interface.', '2-pack 5 pin DIN to 5 pin DIN cable perfect for recording studios, music rooms, and live performances. Compatible with devices with standard MIDI 5-pin interface, providing high-quality sound collection. Whether you are using it for a MIDI keyboard, electronic piano, electronic drum, external sound card, synthesizer or sampler, it can work perfectly, and different cable lengths can also meet your needs between different occasions and equipment.', 'Are you looking for a midi style connector with 5 wires? Then choose him. As a mainstream musical instrument accessory, the nickel-plated connector is firm and stable can withstand repeated plugging and unplugging, the oxygen-free copper core has high transmission efficiency and achieves zero delay. Built-in shielding layer can prevent electromagnetic interference/radio frequency interference to the greatest extent and every detail of the sound is recorded.', 'If your equipment had MIDI ""in"", and MIDI ""out"" or MIDI ""thru"", then this cable can connect these devices. Note that when using this MIDI cable male to male with 5 DIN pins, connect the “in” of the cable end to the “out” of the device, and connect the “out” of the cable end to the “in” of the device.', 'Inside the package: 2 X 1-Feet 5 pin midi cable.', 'How long is the warranty/renew? We offer a hassle-free 12-month warranty and 24-hour friendly customer service. If there is any dissatisfaction with the product, or the parts are missing, please contact us at any time, whether it is a new one or a refund, we will definitely give you a satisfactory answer. Be responsible for your choice, let you place an order with peace of mind~']",[],9.99,Mellbree,"['Musical Instruments', 'Live Sound & Stage', 'Stage & Studio Cables', 'MIDI Cables']","{""Brand"": ""Mellbree"", ""Connector Type"": ""USB Type A"", ""Cable Type"": ""USB"", ""Connector Gender"": ""Male-to-Male"", ""Shape"": ""Round"", ""Package Dimensions"": ""6.89 x 3.46 x 0.83 inches; 2.08 Ounces"", ""Item model number"": ""Mel-midi-5pin-1"", ""Date First Available"": ""April 26, 2021"", ""Manufacturer"": ""Mellbree""}",B093GKWP9J
Industrial & Scientific,"String Action Ruler Gauge,Guitar Repairing Tool for Luthier,Fit for Guitar,Ukulele,Bass,Banjo,Mandolin",4.6,802,"['Military quality, Laser etched, Precise and clear calibration.Made of high strength stainless steel, durable.', 'The 12th fret string-distance has engraved on and clearly to read, which provides you with a set of standard data. They include: electric guitar, acoustic guitar and bass, Two units comparing groups are visible including inches and millimeter.', 'Suitable for guitar, bass, ukulele, banjo, mandolin and other stringed instruments.', ""Multifunctional measuring tools,string-distance,bridge saddle height and depth,fret groove depth.string-distance of electric guitar pickup.It's the direction guide for your guitar repairing.A tool must have for every serious player."", 'pocket-size body, you can take it anywhere. Say goodbye to your heavy caliper.']",[],9.99,Baroque,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Tools']",{},B07TQ8Z1SG
Musical Instruments,"JIM DUNLOP TIII, Green, .88mm, 12/Player's Pack",4.7,801,"['Guitar Picks', ""Player's Pack contains 12 guitar picks"", 'Available in standard. Gauges (MM): . 50, . 60, . 73, . 88, 1. 0', '88 guage', 'Model Number: 462P.88']",['Dunlop Tortex T3 Sharp Tip Guitar Picks 12-Pack .88 mm'],4.99,JIM DUNLOP,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Picks & Pick Holders', 'Picks']","{""Item Weight"": ""0.317 ounces"", ""Product Dimensions"": ""3 x 2.3 x 0.1 inches"", ""Domestic Shipping"": ""Item can be shipped within U.S."", ""International Shipping"": ""This item can be shipped to select countries outside of the U.S.  Learn More"", ""Country of Origin"": ""USA"", ""Item model number"": ""462P88"", ""Best Sellers Rank"": {""Musical Instruments"": 1379, ""Guitar Picks & Bass Picks"": 67}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""April 8, 2011"", ""Color Name"": ""Green"", ""Compatible Devices"": ""Guitar"", ""Guitar Pick Thickness"": ""Thick"", ""Size"": "".88mm"", ""Color"": ""Green"", ""Brand"": ""JIM DUNLOP"", ""Style"": ""12 Pack""}",B004VQJF1Y
Musical Instruments,"Evans EQ3 Resonant Black Bass Drum Head, 22 Inch",4.8,801,"['22"" resonant drum head made using a single ply of 7mil film', 'A fixed, internal overtone control ring is made to be microphone friendly, from the studio to arena', 'The 5"" offset mic port features a plastic sleeve focuses pitch and enhances the attach while providing protection for the port', 'Available in a frosted, onyx, smooth white and coated white version', 'All Evans drum heads are designed, engineered and manufactured in the USA']","['Product Description', 'A 7mil resonant head with an offset 5"" microphone port and an internal overtone control ring, the EQ3 delivers a warm and punchy sound with a controlled, short decay that\'s ideal for both live and studio applications.', 'From the Manufacturer', 'Evans 22"" black single-ply bass head with an internal overtone control ring delivers a warm and punchy sound with a controlled, short decay that\'s ideal for both live and studio application.', 'Evans EQ3 series features 7 mil of single-ply film and is a popular choice for both players and engineers. With an internal overtone control ring, the EQ3 delivers a warm and punchy sound with a controlled, short decay that\'s ideal for both live and studio application. The 5"" offset mic port features a plastic sleeve, focuses pitch and enhances the attach while providing protection for the port.', 'For over 40 years, Evans has been a pioneer of drum head manufacturing and design. Known for innovative designs such as EMAD, EC2S, and the Hydraulic series, Evans drum heads are made in the USA in a state of the art manufacturing facility. Acquired in 1996 by D’Addario and Company, the global leader in musical instrument accessories, the Evans brand is synonymous with quality and consistency.']",53.99,Evans,"['Musical Instruments', 'Drums & Percussion', 'Drum Sets & Set Components', 'Drums', 'Bass Drums']","{""Item Weight"": ""10.6 ounces"", ""Domestic Shipping"": ""Item can be shipped within U.S."", ""International Shipping"": ""This item can be shipped to select countries outside of the U.S.  Learn More"", ""Country of Origin"": ""USA"", ""Item model number"": ""BD22RB"", ""Best Sellers Rank"": {""Musical Instruments"": 2576, ""Drum Set Bass Drums"": 3}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""April 4, 2007"", ""Body Material"": ""Plastic"", ""Color Name"": ""Smooth Black"", ""Material Type"": ""Plastic,Ply"", ""Size"": ""22 Inch"", ""Percussion Diameter"": ""22 Inches"", ""Color"": ""Smooth Black"", ""Brand"": ""Evans"", ""Material"": ""Plastic,Ply"", ""Model Name"": ""EQ3"", ""Item Dimensions LxWxH"": ""23 x 0.91 x 23.2 inches""}",B07F349RSZ
Musical Instruments,"Hosa XVM-110M Right Angle 3.5 mm TRS to XLR3M Microphone Cable, 10 Feet",4.6,801,"['Are great for connecting the stereo output of portable CD Player, Walkman, Camcorder, etc., to a single XLR line input on a mixing console.', 'Sums Left and Right Stereo signals to a single mono feed.']","['Product Description', 'The XVM100M Series cables are great for connecting the stereo output of portable CD Player, Walkman, Camcorder, etc., to a single XLR line input on a mixing console. Sums Left and Right Stereo signals to a single mono feed.', 'From the Manufacturer', 'Hosa Right-Angle TRS 1/8"" to Male XLR Cable', 'This cable is designed to a connect a microphone with a mini stereo phone output to an XLR input. It is ideal for connecting a shotgun mic to a pro DV camera. Features include:', 'XLR connector with internal strain relief for rugged reliability', 'XLR connector with internal strain relief for rugged reliability', 'Oxygen-Free Copper (OFC) conductor for enhanced signal clarity', 'Oxygen-Free Copper (OFC) conductor for enhanced signal clarity', 'OFC spiral shield for effective EMI and RFI rejection and flexibility', 'OFC spiral shield for effective EMI and RFI rejection and flexibility', 'Connector(s):', 'Right-angle 3.5 mm TRS to XLR3M', 'Length:', '10 ft', 'Similar Products to Consider', 'Hosa CMP153 Y Cable 1/8 Inch TRS to Dual 1/4 Inch TS Cable - 3 Foot', 'The Hosa CMP153 splits a Stereo Minijack signal into Left and Right quarter-inch connections.', 'Hosa Cable CMP105 1/8 Inch TRS to 1/4 Inch TS Cable - 5 Foot', 'The Hosa CMP100 Series cable sums stereo to mono in one direction, or applies a mono signal equally to the left and right in the other direction.', 'Hosa MHE125 1/8 Inch Headphone Extention Cable - 25 foot', 'The Hosa Minijack Headphone Extension Cable is beneficial for those who need to get more space between themselves and their CD, Mp3 or stereo system.']",11.95,HOSA,"['Musical Instruments', 'Live Sound & Stage', 'Stage & Studio Cables', 'Microphone Cables']","{""Brand"": ""HOSA"", ""Connector Type"": ""Auxiliary, XLR"", ""Cable Type"": ""XLR"", ""Compatible Devices"": ""Headphone"", ""Special Feature"": ""Portable"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""11 x 1 x 4 inches; 3.53 Ounces"", ""Item model number"": ""XVM110M"", ""Date First Available"": ""November 1, 2008"", ""Manufacturer"": ""Hosa"", ""Country of Origin"": ""China"", ""Domestic Shipping"": ""Item can be shipped within U.S."", ""International Shipping"": ""This item can be shipped to select countries outside of the U.S.  Learn More""}",B01DN7OC00
